content_id,title,genres,imdbId,tmdbId,url,rating_count,rating_avg,poster_path,keywords
25,Leaving Las Vegas (1995),Drama|Romance,113627,451.0,http://www.imdb.com/title/tt0113627/,76,3.625,https://image.tmdb.org/t/p/original/nqc2LaUWB4ePf6IqpJ6D8apBDvn.jpg,"individual prostitute alcohol casino love at first sight lovesickness movie business screenwriter hotel room dying and death rage and hate unsociability alcoholism los angeles, california las vegas alcohol abuse"
26,Othello (1995),Drama,114057,16420.0,http://www.imdb.com/title/tt0114057/,13,3.5,https://image.tmdb.org/t/p/original/nNP3FDHUIyztw5eq5AejZKzqXbz.jpg,jealousy friends the moors (people)
27,Now and Then (1995),Children|Drama,114011,9263.0,http://www.imdb.com/title/tt0114011/,9,3.333333333333333,https://image.tmdb.org/t/p/original/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,1970s female friendship coming of age gynecologist photocopier truth or dare woman director
28,Persuasion (1995),Drama|Romance,114117,17015.0,http://www.imdb.com/title/tt0114117/,11,4.227272727272728,https://image.tmdb.org/t/p/original/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,based on novel or book captain napoleonic wars old flame admiral
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,112682,902.0,http://www.imdb.com/title/tt0112682/,38,4.0131578947368425,https://image.tmdb.org/t/p/original/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,clone dream island eye dystopia aging friendship steampunk rescue childhood child kidnapping flea
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,115012,37557.0,http://www.imdb.com/title/tt0115012/,3,3.0,https://image.tmdb.org/t/p/original/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,"shanghai, china chinese mafia coming of age mistress criminal underworld drug lord triad modern china nightclub singer 1930s cabaret singer chinese triad"
31,Dangerous Minds (1995),Drama,112792,9909.0,http://www.imdb.com/title/tt0112792/,38,3.1842105263157894,https://image.tmdb.org/t/p/original/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,california rap music karate high school naval officer teacher based on memoir or autobiography amusement park schoolteacher
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746,63.0,http://www.imdb.com/title/tt0114746/,177,3.983050847457627,https://image.tmdb.org/t/p/original/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,"schizophrenia philadelphia, pennsylvania stockholm syndrome underground time travel post-apocalyptic future dystopia mental institution lethal virus paradox psychiatrist monkey cult film subterranean recurring dream 1990s 2030s cassandra syndrome"
34,Babe (1995),Children|Drama,112431,9598.0,http://www.imdb.com/title/tt0112431/,128,3.65234375,https://image.tmdb.org/t/p/original/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,alarm clock cat duck sheep pig farm affection piglet heroism anthropomorphism based on children's book dog separation farmer grandson sheepdog talking pig christmas
36,Dead Man Walking (1995),Crime|Drama,112818,687.0,http://www.imdb.com/title/tt0112818/,67,3.835820895522388,https://image.tmdb.org/t/p/original/wQmmJi5ypfHH2boXrQBmsep7qb2.jpg,prison rape nun socially deprived family penalty death penalty despair death row therapist self-discovery prison cell court case death sentence doomed man sentence lethal injection forgiveness charity mercy petition rage and hate unsociability right and justice court cowardliness
38,It Takes Two (1995),Children|Comedy,113442,33689.0,http://www.imdb.com/title/tt0113442/,4,2.125,https://image.tmdb.org/t/p/original/sdes5TrRbymELYLG85YIxmFb1OP.jpg,matchmaking orphan identical twin relationship sabotage
39,Clueless (1995),Comedy|Romance,112697,9603.0,http://www.imdb.com/title/tt0112697/,104,3.293269230769231,https://image.tmdb.org/t/p/original/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,based on novel or book puberty high school make a match spoiled child coming of age conflict wedding woman director gay
40,"Cry, the Beloved Country (1995)",Drama,112749,34615.0,http://www.imdb.com/title/tt0112749/,2,4.25,https://image.tmdb.org/t/p/original/kGPsBswFOCjiGzXq4OZwzEAAODa.jpg,based on novel or book south africa apartheid priest 1940s race relations
41,Richard III (1995),Drama|War,114279,31174.0,http://www.imdb.com/title/tt0114279/,15,3.7,https://image.tmdb.org/t/p/original/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg,england kidnapping murder king
42,Dead Presidents (1995),Action|Crime|Drama,112819,11443.0,http://www.imdb.com/title/tt0112819/,7,3.0,https://image.tmdb.org/t/p/original/wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg,"post traumatic stress disorder drug abuse war veteran vietnam heist money loss of virginity redemption revolutinoary mercy killing armored truck bronx, new york city medic 1960s"
43,Restoration (1995),Drama,114272,35196.0,http://www.imdb.com/title/tt0114272/,8,3.1875,https://image.tmdb.org/t/p/original/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,jealousy medicine fountain court wealth spaniel gloves 17th century british monarchy
44,Mortal Kombat (1995),Action|Adventure|Fantasy,113855,9312.0,http://www.imdb.com/title/tt0113855/,46,2.5434782608695654,https://image.tmdb.org/t/p/original/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,saving the world martial arts monster island magic villain alternate dimension ninja gore sorcerer tournament underground fighting based on video game gods ghost hand to hand combat warrior action hero supernatural power mortal kombat good versus evil
45,To Die For (1995),Comedy|Drama|Thriller,114681,577.0,http://www.imdb.com/title/tt0114681/,32,3.3125,https://image.tmdb.org/t/p/original/aedhsShrlJVhLlwhtlmFJgR4Szs.jpg,adultery based on novel or book winter obsession new hampshire mockumentary narcissistic personality disorder
46,How to Make an American Quilt (1995),Drama|Romance,113347,11861.0,http://www.imdb.com/title/tt0113347/,15,3.066666666666667,https://image.tmdb.org/t/p/original/vwYRaERccwXWCYrTzeWRZRarJOo.jpg,wedding vows marriage proposal married couple monogamy advice marriage quilt love family holiday extramarital affair grandmother woman director
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369,807.0,http://www.imdb.com/title/tt0114369/,203,3.975369458128079,https://image.tmdb.org/t/p/original/69Sns8WoET6CfaYlIkHbla4l7nC.jpg,self-fulfilling prophecy detective s.w.a.t. drug dealer evisceration rage and hate pride and vanity immoderateness insomnia investigation pension police serial killer religion whodunit neo-noir
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,114148,10530.0,http://www.imdb.com/title/tt0114148/,68,3.147058823529412,https://image.tmdb.org/t/p/original/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,"culture clash forbidden love colony musical gold rush princess native american colonisation virginia star crossed lovers intercultural relationship based on myths, legends or folklore 17th century shamanism animal sidekick"
49,When Night Is Falling (1995),Drama|Romance,114916,8391.0,http://www.imdb.com/title/tt0114916/,1,3.0,https://image.tmdb.org/t/p/original/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg,professor lgbt woman director lesbian
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,629.0,http://www.imdb.com/title/tt0114814/,204,4.237745098039215,https://image.tmdb.org/t/p/original/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg,new york city relatives flashback heist police corruption whodunit theft criminal criminal mastermind cargo ship mind game neo-noir mystery villain gay subtext
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819,11448.0,http://www.imdb.com/title/tt0113819/,28,3.4642857142857144,https://image.tmdb.org/t/p/original/cm0oPKizOQlsXpGYvrHvpELfxdi.jpg,prostitute adoption adoptive father childlessness looking for  birth parents adoptive mother illegal prostitution child
53,Lamerica (1994),Adventure|Drama,110299,49133.0,http://www.imdb.com/title/tt0110299/,2,5.0,https://image.tmdb.org/t/p/original/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,
54,"Big Green, The (1995)",Children|Comedy,112499,26441.0,http://www.imdb.com/title/tt0112499/,3,2.333333333333333,https://image.tmdb.org/t/p/original/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,sports football (soccer) woman director
55,Georgia (1995),Drama,113158,97406.0,http://www.imdb.com/title/tt0113158/,1,4.0,https://image.tmdb.org/t/p/original/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,"sibling relationship alcohol seattle, usa heroin artist singer drugs folk singer sister sister relationship"
57,Home for the Holidays (1995),Drama,113321,9089.0,http://www.imdb.com/title/tt0113321/,8,3.0625,https://image.tmdb.org/t/p/original/a8MslR6deQQVe8JR542XDSwHiPB.jpg,"generations conflict baltimore, usa thanksgiving family clan family conflict woman director christmas"
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877,11010.0,http://www.imdb.com/title/tt0110877/,37,4.027027027027027,https://image.tmdb.org/t/p/original/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,"island letter postman naples, italy fisherman poet love poverty"
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,113419,11359.0,http://www.imdb.com/title/tt0113419/,34,3.235294117647059,https://image.tmdb.org/t/p/original/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,cupboard games puppet based on children's book parallel world toy comes to life toy soldier
61,Eye for an Eye (1996),Drama|Thriller,116260,17182.0,http://www.imdb.com/title/tt0116260/,6,3.75,https://image.tmdb.org/t/p/original/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,rape gun self-defense rape and revenge grieving parents
62,Mr. Holland's Opus (1995),Drama,113862,2054.0,http://www.imdb.com/title/tt0113862/,80,3.70625,https://image.tmdb.org/t/p/original/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,"husband wife relationship composer mentor deaf-mute portland, oregon music teacher apprentice high school marching band teacher student relationship high school teacher disabled teaching sign languages father son relationship"
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,116126,10607.0,http://www.imdb.com/title/tt0116126/,7,2.7142857142857144,https://image.tmdb.org/t/p/original/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,date slang hip-hop gangster cousin parody hood gang social satire racism
64,Two if by Sea (1996),Comedy|Romance,118002,19760.0,http://www.imdb.com/title/tt0118002/,5,2.2,https://image.tmdb.org/t/p/original/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,island painting thief seasickness
65,Bio-Dome (1996),Comedy,115683,9536.0,http://www.imdb.com/title/tt0115683/,31,2.532258064516129,https://image.tmdb.org/t/p/original/pkL8rqpO0EryTV1DLJJdrhOZ7sL.jpg,biotope vegetarian pollution biosphere
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,116839,11525.0,http://www.imdb.com/title/tt0116839/,9,2.5,https://image.tmdb.org/t/p/original/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg,technology hacker virtual reality computer sword fight revenge cyberpunk scientist cyberspace surveillance based on short story world domination supernatural power
68,French Twist (Gazon maudit) (1995),Comedy|Romance,113149,4482.0,http://www.imdb.com/title/tt0113149/,5,3.4,https://image.tmdb.org/t/p/original/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,love triangle southern france estate agent menage a trois van polyamory woman director
69,Friday (1995),Comedy,113118,10634.0,http://www.imdb.com/title/tt0113118/,20,3.775,https://image.tmdb.org/t/p/original/eqD0jCDIEJ65CmyG63Jaay6bHDp.jpg,"rap music parent child relationship drug dealer male friendship rapper urban life slacker bully marijuana pot smoking los angeles, california drugs"
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,116367,755.0,http://www.imdb.com/title/tt0116367/,55,3.5090909090909093,https://image.tmdb.org/t/p/original/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,dancing sibling relationship showdown sheriff bank robber vampire holy water siege stripper priest bank robbery preacher hostage situation crucifix recreational vehicle mexican american border female stripping boa constrictor loss of faith foot fetish killer on the run barefoot
71,Fair Game (1995),Action,113010,11859.0,http://www.imdb.com/title/tt0113010/,5,1.7,https://image.tmdb.org/t/p/original/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,"bomb miami, florida spy detective handcuffs based on novel or book hostage fbi kidnapping hacker kgb chase sadism parking garage pizza police protection psychopath remake car crash conspiracy on the run fugitive shootout gunfight sadist foot chase police detective police station held at gunpoint double cross cult film machine gun grenade launcher rogue agent woman lawyer damsel in distress"
72,Kicking and Screaming (1995),Comedy|Drama,113537,28387.0,http://www.imdb.com/title/tt0113537/,7,3.2142857142857144,https://image.tmdb.org/t/p/original/ynAtSpTou7snNOq32djzILw9VCA.jpg,male friendship college friendship campus video store graduate
73,"Misérables, Les (1995)",Drama|War,113828,48750.0,http://www.imdb.com/title/tt0113828/,13,3.4615384615384617,https://image.tmdb.org/t/p/original/czlMyja9zSMnAuXQXTMxJ5Dw7Yc.jpg,"paris, france nun boxer lawyer"
74,Bed of Roses (1996),Drama|Romance,115644,20927.0,http://www.imdb.com/title/tt0115644/,8,4.0,https://image.tmdb.org/t/p/original/e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg,florist family relationships
75,Big Bully (1996),Comedy|Drama,115676,36929.0,http://www.imdb.com/title/tt0115676/,5,2.2,https://image.tmdb.org/t/p/original/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,bully
76,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102.0,http://www.imdb.com/title/tt0114367/,15,3.4,https://image.tmdb.org/t/p/original/eqgBf791rMZG7ywHfObpXeMpiRf.jpg,man vs machine alien planet struggle for survival
77,Nico Icon (1995),Documentary,113973,124626.0,http://www.imdb.com/title/tt0113973/,1,4.0,https://image.tmdb.org/t/p/original/4qO219U8z1XeHLni800jCsbpSs0.jpg,
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526.0,http://www.imdb.com/title/tt0112744/,3,3.333333333333333,https://image.tmdb.org/t/p/original/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg,loss of loved one hit-and-run revenge tragedy
79,"Juror, The (1996)",Drama|Thriller,116731,9623.0,http://www.imdb.com/title/tt0116731/,17,2.764705882352941,https://image.tmdb.org/t/p/original/i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg,jurors blackmail court case son trial courtroom courtroom drama legal thriller
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,46785.0,http://www.imdb.com/title/tt0112445/,2,4.0,https://image.tmdb.org/t/p/original/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,fish money celebration goldfish
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400.0,http://www.imdb.com/title/tt0114660/,14,3.107142857142857,https://image.tmdb.org/t/p/original/oPp6Gbrasox66WyMvPS0k8OakQf.jpg,"bounty hunter parent child relationship boat way of life coffin denver, colorado godmother paranoia hitman gangster friendship psychopath revenge murder mafia diner illegal prostitution extramarital affair"
82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,880.0,http://www.imdb.com/title/tt0112379/,8,3.875,https://image.tmdb.org/t/p/original/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,suicide underdog free love philosophy rape loss of loved one mentally disabled parent child relationship village life world war ii feminism indian summer  family history widow peasant village mathematics freedom right and justice single male homosexuality domestic violence university woman director
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,http://www.imdb.com/title/tt0114039/,1,3.0,https://image.tmdb.org/t/p/original/45xucuNlia6vEPWYrYu2QlnwgpO.jpg,racial segregation family relationships rural area
85,Angels and Insects (1995),Drama|Romance,112365,8447.0,http://www.imdb.com/title/tt0112365/,7,3.857142857142857,https://image.tmdb.org/t/p/original/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,insect class society rich woman poor man victorian england scientist incest based on short story naturalist
86,White Squall (1996),Action|Adventure|Drama,118158,10534.0,http://www.imdb.com/title/tt0118158/,15,3.966666666666667,https://image.tmdb.org/t/p/original/muhTVa52IufjTaqNseXFQUAEuyG.jpg,sailing trip diary sailing survival coming of age teenage boy discipline squall sail caribbean sea male bonding seasickness storm at sea 1960s
87,Dunston Checks In (1996),Children|Comedy,116151,17414.0,http://www.imdb.com/title/tt0116151/,7,2.5,https://image.tmdb.org/t/p/original/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg,boss fistfight bully orangutan single father hotel manager jewel theft employer employee relationship bali father son relationship brother brother relationship mischief
88,Black Sheep (1996),Comedy,115697,13997.0,http://www.imdb.com/title/tt0115697/,16,3.15625,https://image.tmdb.org/t/p/original/bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg,corrupt politician nitrous oxide candid camera double act political satire woman director
89,Nick of Time (1995),Action|Thriller,113972,2086.0,http://www.imdb.com/title/tt0113972/,10,3.25,https://image.tmdb.org/t/p/original/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,"assassination politics los angeles, california"
92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,http://www.imdb.com/title/tt0117002/,8,2.625,https://image.tmdb.org/t/p/original/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg,servant monster laboratory jekyll and hyde housemaid 19th century
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,http://www.imdb.com/title/tt0114825/,9,2.833333333333333,https://image.tmdb.org/t/p/original/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg,"vampire brooklyn, new york city"
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,http://www.imdb.com/title/tt0115639/,10,3.95,https://image.tmdb.org/t/p/original/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,small town massachusetts friendship coming of age hometown group of friends
95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,http://www.imdb.com/title/tt0115759/,84,3.023809523809524,https://image.tmdb.org/t/p/original/2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg,helicopter river captain underground mexican standoff countdown pilot fistfight canyon major betrayal gunfight train explosion park ranger desert military nuclear device boxing stealth aircraft abandoned mine action hero humvee good versus evil
96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,http://www.imdb.com/title/tt0113403/,1,3.5,https://image.tmdb.org/t/p/original/cl5WtKNYL7porHGCroRTAKCGlTM.jpg,theatre group black and white hamlet christmas theater
97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,http://www.imdb.com/title/tt0113247/,10,3.9,https://image.tmdb.org/t/p/original/8rgPyWjYZhsphSSxbXguMnhN7H0.jpg,"paris, france neo-nazism police brutality hip-hop socially deprived family breakdance ghetto male friendship racism xenophobia day in a life paris suburb"
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,http://www.imdb.com/title/tt0113283/,2,5.0,https://image.tmdb.org/t/p/original/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,narration based on true story hollywood prostitution sex crime
100,City Hall (1996),Drama|Thriller,115907,11062.0,http://www.imdb.com/title/tt0115907/,14,2.7857142857142856,https://image.tmdb.org/t/p/original/tEpefYZtoDZsMflWrPIXbW0OSwN.jpg,corruption undercover war on drugs mayor drug dealer presidential election undercover agent investigation police drugs
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,http://www.imdb.com/title/tt0115734/,23,3.782608695652174,https://image.tmdb.org/t/p/original/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg,sibling relationship robbery burglar language barrier motel heist psychiatric hospital maid theft nervous breakdown escapade laundry room based on short film
102,Mr. Wrong (1996),Comedy,117102,47475.0,http://www.imdb.com/title/tt0117102/,5,2.4,https://image.tmdb.org/t/p/original/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,http://www.imdb.com/title/tt0118040/,3,3.0,https://image.tmdb.org/t/p/original/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg,"obsession suspicion of murder dangerous medical examiner murder crime scene painful memories death of wife dangerous side effects search for truth experimental drug murdered wife forensics seattle, washington neurobiology"
104,Happy Gilmore (1996),Comedy,116483,9614.0,http://www.imdb.com/title/tt0116483/,99,3.4393939393939394,https://image.tmdb.org/t/p/original/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,loss of loved one golf sports taxes
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,http://www.imdb.com/title/tt0112579/,23,3.282608695652174,https://image.tmdb.org/t/p/original/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,adultery love at first sight based on novel or book photographer husband wife relationship iowa love of one's life mother role bridge housewife love letter peasant marriage crisis photography unsociability secret love
