content_id,tmdbId,title,genres,rating_count,rating_avg,keywords,url,imdbId,poster_path
11,9087.0,"American President, The (1995)",Comedy|Drama|Romance,70,3.6714285714285713,the white house usa president new love widower wildlife conservation,http://www.imdb.com/title/tt0112346/,112346,https://image.tmdb.org/t/p/original/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg
12,12110.0,Dracula: Dead and Loving It (1995),Comedy|Horror,19,2.421052631578948,vampire spoof dracula,http://www.imdb.com/title/tt0112896/,112896,https://image.tmdb.org/t/p/original/4rRfZz8YnHNRr16t3CFcJrPdXHi.jpg
13,21032.0,Balto (1995),Adventure|Animation|Children,8,3.125,wolf pet dog-sledding race alaska dog goose bear attack dog sled pets,http://www.imdb.com/title/tt0112453/,112453,https://image.tmdb.org/t/p/original/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg
14,10858.0,Nixon (1995),Drama,18,3.8333333333333335,"washington dc, usa usa president 1970s presidential election watergate scandal biography government historical figure richard nixon 1960s",http://www.imdb.com/title/tt0113987/,113987,https://image.tmdb.org/t/p/original/cz2MTGr2wpDZLirgV2rGHBdA2t3.jpg
15,1408.0,Cutthroat Island (1995),Action|Adventure|Romance,13,3.0,exotic island treasure map island ship scalp sword fight betrayal treasure map pirate heroine swashbuckler adventurer pirate ship 17th century,http://www.imdb.com/title/tt0112760/,112760,https://image.tmdb.org/t/p/original/hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg
16,524.0,Casino (1995),Crime|Drama,82,3.926829268292683,poker gambling casino drug abuse 1970s fbi overdose greed rise and fall car bomb alcoholism organized crime mafia money las vegas desert illegal prostitution 1980s,http://www.imdb.com/title/tt0112641/,112641,https://image.tmdb.org/t/p/original/6zEZY1htzRos2w0W3T7o7W1WJhp.jpg
17,4584.0,Sense and Sensibility (1995),Drama|Romance,67,3.776119402985074,"london, england based on novel or book servant country life widow pneumonia secret love inheritance military officer period drama english countryside rainstorm decorum horse carriage young love dowry 19th century penniless social elite bloodletting free spirited sussex 1800s sisters love social classes marry for money secret engagement devonshire, england",http://www.imdb.com/title/tt0114388/,114388,https://image.tmdb.org/t/p/original/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg
18,5.0,Four Rooms (1995),Comedy,20,3.7,"hotel new year's eve witch bet hotel room sperm anthology los angeles, california hoodlum multiple storylines woman director",http://www.imdb.com/title/tt0113101/,113101,https://image.tmdb.org/t/p/original/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg
19,9273.0,Ace Ventura: When Nature Calls (1995),Comedy,88,2.727272727272727,africa indigenous kidnapping human animal relationship bat stupidity slapstick comedy animal pets,http://www.imdb.com/title/tt0112281/,112281,https://image.tmdb.org/t/p/original/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg
20,11517.0,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,15,2.5,new york city sibling relationship subway new york subway train robbery,http://www.imdb.com/title/tt0113845/,113845,https://image.tmdb.org/t/p/original/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg
21,8012.0,Get Shorty (1995),Comedy|Crime|Thriller,89,3.49438202247191,"gambling miami, florida based on novel or book gangster murder travel mafia money debt mobster business hollywood drugs producer con",http://www.imdb.com/title/tt0113161/,113161,https://image.tmdb.org/t/p/original/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg
22,1710.0,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,36,3.2222222222222223,police brutality psychology police operation police protection serial killer psychologist cowardliness,http://www.imdb.com/title/tt0112722/,112722,https://image.tmdb.org/t/p/original/lKNjGQXTy5WkSjAtLzLzAN9IHCD.jpg
23,9691.0,Assassins (1995),Action|Crime|Thriller,16,3.125,"cia bank cat mexican standoff seattle, usa hitman mission of murder hidden camera rivalry rescue shootout police chase sniper rifle detroit, michigan silencer double cross caribbean sea",http://www.imdb.com/title/tt0112401/,112401,https://image.tmdb.org/t/p/original/kgqS4jn60E8UIExfceMUExB3ZKK.jpg
24,12665.0,Powder (1995),Drama|Sci-Fi,28,3.125,shot to death teenage boy held at gunpoint teacher student relationship albino fainting christ allegory psionic power healing power flickering light extrasensory perception pale,http://www.imdb.com/title/tt0114168/,114168,https://image.tmdb.org/t/p/original/kImKATjY4EsK5MDgrmpJdGbQEbq.jpg
25,451.0,Leaving Las Vegas (1995),Drama|Romance,76,3.625,"individual prostitute alcohol casino love at first sight lovesickness movie business screenwriter hotel room dying and death rage and hate unsociability alcoholism los angeles, california las vegas alcohol abuse",http://www.imdb.com/title/tt0113627/,113627,https://image.tmdb.org/t/p/original/nqc2LaUWB4ePf6IqpJ6D8apBDvn.jpg
26,16420.0,Othello (1995),Drama,13,3.5,jealousy friends the moors (people),http://www.imdb.com/title/tt0114057/,114057,https://image.tmdb.org/t/p/original/nNP3FDHUIyztw5eq5AejZKzqXbz.jpg
27,9263.0,Now and Then (1995),Children|Drama,9,3.333333333333333,1970s female friendship coming of age gynecologist photocopier truth or dare woman director,http://www.imdb.com/title/tt0114011/,114011,https://image.tmdb.org/t/p/original/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg
28,17015.0,Persuasion (1995),Drama|Romance,11,4.227272727272728,based on novel or book captain napoleonic wars old flame admiral,http://www.imdb.com/title/tt0114117/,114117,https://image.tmdb.org/t/p/original/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg
29,902.0,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,38,4.0131578947368425,clone dream island eye dystopia aging friendship steampunk rescue childhood child kidnapping flea,http://www.imdb.com/title/tt0112682/,112682,https://image.tmdb.org/t/p/original/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg
30,37557.0,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,3,3.0,"shanghai, china chinese mafia coming of age mistress criminal underworld drug lord triad modern china nightclub singer 1930s cabaret singer chinese triad",http://www.imdb.com/title/tt0115012/,115012,https://image.tmdb.org/t/p/original/tzG1UxUSfPACREjgBrsPDRUvneH.jpg
31,9909.0,Dangerous Minds (1995),Drama,38,3.1842105263157894,california rap music karate high school naval officer teacher based on memoir or autobiography amusement park schoolteacher,http://www.imdb.com/title/tt0112792/,112792,https://image.tmdb.org/t/p/original/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg
32,63.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,177,3.983050847457627,"schizophrenia philadelphia, pennsylvania stockholm syndrome underground time travel post-apocalyptic future dystopia mental institution lethal virus paradox psychiatrist monkey cult film subterranean recurring dream 1990s 2030s cassandra syndrome",http://www.imdb.com/title/tt0114746/,114746,https://image.tmdb.org/t/p/original/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg
34,9598.0,Babe (1995),Children|Drama,128,3.65234375,alarm clock cat duck sheep pig farm affection piglet heroism anthropomorphism based on children's book dog separation farmer grandson sheepdog talking pig christmas,http://www.imdb.com/title/tt0112431/,112431,https://image.tmdb.org/t/p/original/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
36,687.0,Dead Man Walking (1995),Crime|Drama,67,3.835820895522388,prison rape nun socially deprived family penalty death penalty despair death row therapist self-discovery prison cell court case death sentence doomed man sentence lethal injection forgiveness charity mercy petition rage and hate unsociability right and justice court cowardliness,http://www.imdb.com/title/tt0112818/,112818,https://image.tmdb.org/t/p/original/wQmmJi5ypfHH2boXrQBmsep7qb2.jpg
38,33689.0,It Takes Two (1995),Children|Comedy,4,2.125,matchmaking orphan identical twin relationship sabotage,http://www.imdb.com/title/tt0113442/,113442,https://image.tmdb.org/t/p/original/sdes5TrRbymELYLG85YIxmFb1OP.jpg
39,9603.0,Clueless (1995),Comedy|Romance,104,3.293269230769231,based on novel or book puberty high school make a match spoiled child coming of age conflict wedding woman director gay,http://www.imdb.com/title/tt0112697/,112697,https://image.tmdb.org/t/p/original/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg
40,34615.0,"Cry, the Beloved Country (1995)",Drama,2,4.25,based on novel or book south africa apartheid priest 1940s race relations,http://www.imdb.com/title/tt0112749/,112749,https://image.tmdb.org/t/p/original/kGPsBswFOCjiGzXq4OZwzEAAODa.jpg
41,31174.0,Richard III (1995),Drama|War,15,3.7,england kidnapping murder king,http://www.imdb.com/title/tt0114279/,114279,https://image.tmdb.org/t/p/original/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg
42,11443.0,Dead Presidents (1995),Action|Crime|Drama,7,3.0,"post traumatic stress disorder drug abuse war veteran vietnam heist money loss of virginity redemption revolutinoary mercy killing armored truck bronx, new york city medic 1960s",http://www.imdb.com/title/tt0112819/,112819,https://image.tmdb.org/t/p/original/wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg
43,35196.0,Restoration (1995),Drama,8,3.1875,jealousy medicine fountain court wealth spaniel gloves 17th century british monarchy,http://www.imdb.com/title/tt0114272/,114272,https://image.tmdb.org/t/p/original/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg
44,9312.0,Mortal Kombat (1995),Action|Adventure|Fantasy,46,2.5434782608695654,saving the world martial arts monster island magic villain alternate dimension ninja gore sorcerer tournament underground fighting based on video game gods ghost hand to hand combat warrior action hero supernatural power mortal kombat good versus evil,http://www.imdb.com/title/tt0113855/,113855,https://image.tmdb.org/t/p/original/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg
45,577.0,To Die For (1995),Comedy|Drama|Thriller,32,3.3125,adultery based on novel or book winter obsession new hampshire mockumentary narcissistic personality disorder,http://www.imdb.com/title/tt0114681/,114681,https://image.tmdb.org/t/p/original/aedhsShrlJVhLlwhtlmFJgR4Szs.jpg
46,11861.0,How to Make an American Quilt (1995),Drama|Romance,15,3.066666666666667,wedding vows marriage proposal married couple monogamy advice marriage quilt love family holiday extramarital affair grandmother woman director,http://www.imdb.com/title/tt0113347/,113347,https://image.tmdb.org/t/p/original/vwYRaERccwXWCYrTzeWRZRarJOo.jpg
47,807.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,203,3.975369458128079,self-fulfilling prophecy detective s.w.a.t. drug dealer evisceration rage and hate pride and vanity immoderateness insomnia investigation pension police serial killer religion whodunit neo-noir,http://www.imdb.com/title/tt0114369/,114369,https://image.tmdb.org/t/p/original/69Sns8WoET6CfaYlIkHbla4l7nC.jpg
48,10530.0,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,68,3.147058823529412,"culture clash forbidden love colony musical gold rush princess native american colonisation virginia star crossed lovers intercultural relationship based on myths, legends or folklore 17th century shamanism animal sidekick",http://www.imdb.com/title/tt0114148/,114148,https://image.tmdb.org/t/p/original/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg
49,8391.0,When Night Is Falling (1995),Drama|Romance,1,3.0,professor lgbt woman director lesbian,http://www.imdb.com/title/tt0114916/,114916,https://image.tmdb.org/t/p/original/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg
50,629.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,204,4.237745098039215,new york city relatives flashback heist police corruption whodunit theft criminal criminal mastermind cargo ship mind game neo-noir mystery villain gay subtext,http://www.imdb.com/title/tt0114814/,114814,https://image.tmdb.org/t/p/original/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg
52,11448.0,Mighty Aphrodite (1995),Comedy|Drama|Romance,28,3.4642857142857144,prostitute adoption adoptive father childlessness looking for  birth parents adoptive mother illegal prostitution child,http://www.imdb.com/title/tt0113819/,113819,https://image.tmdb.org/t/p/original/cm0oPKizOQlsXpGYvrHvpELfxdi.jpg
53,49133.0,Lamerica (1994),Adventure|Drama,2,5.0,,http://www.imdb.com/title/tt0110299/,110299,https://image.tmdb.org/t/p/original/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg
54,26441.0,"Big Green, The (1995)",Children|Comedy,3,2.333333333333333,sports football (soccer) woman director,http://www.imdb.com/title/tt0112499/,112499,https://image.tmdb.org/t/p/original/nVHqIuBTcTLmAIrML7T704UwfNI.jpg
55,97406.0,Georgia (1995),Drama,1,4.0,"sibling relationship alcohol seattle, usa heroin artist singer drugs folk singer sister sister relationship",http://www.imdb.com/title/tt0113158/,113158,https://image.tmdb.org/t/p/original/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg
57,9089.0,Home for the Holidays (1995),Drama,8,3.0625,"generations conflict baltimore, usa thanksgiving family clan family conflict woman director christmas",http://www.imdb.com/title/tt0113321/,113321,https://image.tmdb.org/t/p/original/a8MslR6deQQVe8JR542XDSwHiPB.jpg
58,11010.0,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,37,4.027027027027027,"island letter postman naples, italy fisherman poet love poverty",http://www.imdb.com/title/tt0110877/,110877,https://image.tmdb.org/t/p/original/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg
60,11359.0,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,34,3.235294117647059,cupboard games puppet based on children's book parallel world toy comes to life toy soldier,http://www.imdb.com/title/tt0113419/,113419,https://image.tmdb.org/t/p/original/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg
61,17182.0,Eye for an Eye (1996),Drama|Thriller,6,3.75,rape gun self-defense rape and revenge grieving parents,http://www.imdb.com/title/tt0116260/,116260,https://image.tmdb.org/t/p/original/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg
62,2054.0,Mr. Holland's Opus (1995),Drama,80,3.70625,"husband wife relationship composer mentor deaf-mute portland, oregon music teacher apprentice high school marching band teacher student relationship high school teacher disabled teaching sign languages father son relationship",http://www.imdb.com/title/tt0113862/,113862,https://image.tmdb.org/t/p/original/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
63,10607.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,7,2.7142857142857144,date slang hip-hop gangster cousin parody hood gang social satire racism,http://www.imdb.com/title/tt0116126/,116126,https://image.tmdb.org/t/p/original/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg
64,19760.0,Two if by Sea (1996),Comedy|Romance,5,2.2,island painting thief seasickness,http://www.imdb.com/title/tt0118002/,118002,https://image.tmdb.org/t/p/original/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
65,9536.0,Bio-Dome (1996),Comedy,31,2.532258064516129,biotope vegetarian pollution biosphere,http://www.imdb.com/title/tt0115683/,115683,https://image.tmdb.org/t/p/original/pkL8rqpO0EryTV1DLJJdrhOZ7sL.jpg
66,11525.0,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,9,2.5,technology hacker virtual reality computer sword fight revenge cyberpunk scientist cyberspace surveillance based on short story world domination supernatural power,http://www.imdb.com/title/tt0116839/,116839,https://image.tmdb.org/t/p/original/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg
68,4482.0,French Twist (Gazon maudit) (1995),Comedy|Romance,5,3.4,love triangle southern france estate agent menage a trois van polyamory woman director,http://www.imdb.com/title/tt0113149/,113149,https://image.tmdb.org/t/p/original/xlLnHizshGBwMiNrnop2kg2nYzE.jpg
69,10634.0,Friday (1995),Comedy,20,3.775,"rap music parent child relationship drug dealer male friendship rapper urban life slacker bully marijuana pot smoking los angeles, california drugs",http://www.imdb.com/title/tt0113118/,113118,https://image.tmdb.org/t/p/original/eqD0jCDIEJ65CmyG63Jaay6bHDp.jpg
70,755.0,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,55,3.5090909090909093,dancing sibling relationship showdown sheriff bank robber vampire holy water siege stripper priest bank robbery preacher hostage situation crucifix recreational vehicle mexican american border female stripping boa constrictor loss of faith foot fetish killer on the run barefoot,http://www.imdb.com/title/tt0116367/,116367,https://image.tmdb.org/t/p/original/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg
71,11859.0,Fair Game (1995),Action,5,1.7,"bomb miami, florida spy detective handcuffs based on novel or book hostage fbi kidnapping hacker kgb chase sadism parking garage pizza police protection psychopath remake car crash conspiracy on the run fugitive shootout gunfight sadist foot chase police detective police station held at gunpoint double cross cult film machine gun grenade launcher rogue agent woman lawyer damsel in distress",http://www.imdb.com/title/tt0113010/,113010,https://image.tmdb.org/t/p/original/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg
72,28387.0,Kicking and Screaming (1995),Comedy|Drama,7,3.2142857142857144,male friendship college friendship campus video store graduate,http://www.imdb.com/title/tt0113537/,113537,https://image.tmdb.org/t/p/original/ynAtSpTou7snNOq32djzILw9VCA.jpg
73,48750.0,"Misérables, Les (1995)",Drama|War,13,3.4615384615384617,"paris, france nun boxer lawyer",http://www.imdb.com/title/tt0113828/,113828,https://image.tmdb.org/t/p/original/czlMyja9zSMnAuXQXTMxJ5Dw7Yc.jpg
74,20927.0,Bed of Roses (1996),Drama|Romance,8,4.0,florist family relationships,http://www.imdb.com/title/tt0115644/,115644,https://image.tmdb.org/t/p/original/e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg
75,36929.0,Big Bully (1996),Comedy|Drama,5,2.2,bully,http://www.imdb.com/title/tt0115676/,115676,https://image.tmdb.org/t/p/original/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,9102.0,Screamers (1995),Action|Sci-Fi|Thriller,15,3.4,man vs machine alien planet struggle for survival,http://www.imdb.com/title/tt0114367/,114367,https://image.tmdb.org/t/p/original/eqgBf791rMZG7ywHfObpXeMpiRf.jpg
77,124626.0,Nico Icon (1995),Documentary,1,4.0,,http://www.imdb.com/title/tt0113973/,113973,https://image.tmdb.org/t/p/original/4qO219U8z1XeHLni800jCsbpSs0.jpg
78,27526.0,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,3,3.333333333333333,loss of loved one hit-and-run revenge tragedy,http://www.imdb.com/title/tt0112744/,112744,https://image.tmdb.org/t/p/original/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg
79,9623.0,"Juror, The (1996)",Drama|Thriller,17,2.764705882352941,jurors blackmail court case son trial courtroom courtroom drama legal thriller,http://www.imdb.com/title/tt0116731/,116731,https://image.tmdb.org/t/p/original/i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg
80,46785.0,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,2,4.0,fish money celebration goldfish,http://www.imdb.com/title/tt0112445/,112445,https://image.tmdb.org/t/p/original/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
81,400.0,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,14,3.107142857142857,"bounty hunter parent child relationship boat way of life coffin denver, colorado godmother paranoia hitman gangster friendship psychopath revenge murder mafia diner illegal prostitution extramarital affair",http://www.imdb.com/title/tt0114660/,114660,https://image.tmdb.org/t/p/original/oPp6Gbrasox66WyMvPS0k8OakQf.jpg
82,880.0,Antonia's Line (Antonia) (1995),Comedy|Drama,8,3.875,suicide underdog free love philosophy rape loss of loved one mentally disabled parent child relationship village life world war ii feminism indian summer  family history widow peasant village mathematics freedom right and justice single male homosexuality domestic violence university woman director,http://www.imdb.com/title/tt0112379/,112379,https://image.tmdb.org/t/p/original/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
83,146599.0,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1,3.0,racial segregation family relationships rural area,http://www.imdb.com/title/tt0114039/,114039,https://image.tmdb.org/t/p/original/45xucuNlia6vEPWYrYu2QlnwgpO.jpg
85,8447.0,Angels and Insects (1995),Drama|Romance,7,3.857142857142857,insect class society rich woman poor man victorian england scientist incest based on short story naturalist,http://www.imdb.com/title/tt0112365/,112365,https://image.tmdb.org/t/p/original/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,10534.0,White Squall (1996),Action|Adventure|Drama,15,3.966666666666667,sailing trip diary sailing survival coming of age teenage boy discipline squall sail caribbean sea male bonding seasickness storm at sea 1960s,http://www.imdb.com/title/tt0118158/,118158,https://image.tmdb.org/t/p/original/muhTVa52IufjTaqNseXFQUAEuyG.jpg
87,17414.0,Dunston Checks In (1996),Children|Comedy,7,2.5,boss fistfight bully orangutan single father hotel manager jewel theft employer employee relationship bali father son relationship brother brother relationship mischief,http://www.imdb.com/title/tt0116151/,116151,https://image.tmdb.org/t/p/original/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg
88,13997.0,Black Sheep (1996),Comedy,16,3.15625,corrupt politician nitrous oxide candid camera double act political satire woman director,http://www.imdb.com/title/tt0115697/,115697,https://image.tmdb.org/t/p/original/bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg
89,2086.0,Nick of Time (1995),Action|Thriller,10,3.25,"assassination politics los angeles, california",http://www.imdb.com/title/tt0113972/,113972,https://image.tmdb.org/t/p/original/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
92,9095.0,Mary Reilly (1996),Drama|Horror|Thriller,8,2.625,servant monster laboratory jekyll and hyde housemaid 19th century,http://www.imdb.com/title/tt0117002/,117002,https://image.tmdb.org/t/p/original/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg
93,12158.0,Vampire in Brooklyn (1995),Comedy|Horror|Romance,9,2.833333333333333,"vampire brooklyn, new york city",http://www.imdb.com/title/tt0114825/,114825,https://image.tmdb.org/t/p/original/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg
94,9283.0,Beautiful Girls (1996),Comedy|Drama|Romance,10,3.95,small town massachusetts friendship coming of age hometown group of friends,http://www.imdb.com/title/tt0115639/,115639,https://image.tmdb.org/t/p/original/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
95,9208.0,Broken Arrow (1996),Action|Adventure|Thriller,84,3.023809523809524,helicopter river captain underground mexican standoff countdown pilot fistfight canyon major betrayal gunfight train explosion park ranger desert military nuclear device boxing stealth aircraft abandoned mine action hero humvee good versus evil,http://www.imdb.com/title/tt0115759/,115759,https://image.tmdb.org/t/p/original/2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg
96,40154.0,In the Bleak Midwinter (1995),Comedy|Drama,1,3.5,theatre group black and white hamlet christmas theater,http://www.imdb.com/title/tt0113403/,113403,https://image.tmdb.org/t/p/original/cl5WtKNYL7porHGCroRTAKCGlTM.jpg
97,406.0,"Hate (Haine, La) (1995)",Crime|Drama,10,3.9,"paris, france neo-nazism police brutality hip-hop socially deprived family breakdance ghetto male friendship racism xenophobia day in a life paris suburb",http://www.imdb.com/title/tt0113247/,113247,https://image.tmdb.org/t/p/original/8rgPyWjYZhsphSSxbXguMnhN7H0.jpg
99,63076.0,Heidi Fleiss: Hollywood Madam (1995),Documentary,2,5.0,narration based on true story hollywood prostitution sex crime,http://www.imdb.com/title/tt0113283/,113283,https://image.tmdb.org/t/p/original/laPSb9I8TuYslOh1OcgaTByWKnw.jpg
100,11062.0,City Hall (1996),Drama|Thriller,14,2.7857142857142856,corruption undercover war on drugs mayor drug dealer presidential election undercover agent investigation police drugs,http://www.imdb.com/title/tt0115907/,115907,https://image.tmdb.org/t/p/original/tEpefYZtoDZsMflWrPIXbW0OSwN.jpg
101,13685.0,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,23,3.782608695652174,sibling relationship robbery burglar language barrier motel heist psychiatric hospital maid theft nervous breakdown escapade laundry room based on short film,http://www.imdb.com/title/tt0115734/,115734,https://image.tmdb.org/t/p/original/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
102,47475.0,Mr. Wrong (1996),Comedy,5,2.4,,http://www.imdb.com/title/tt0117102/,117102,https://image.tmdb.org/t/p/original/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg
103,2045.0,Unforgettable (1996),Mystery|Sci-Fi|Thriller,3,3.0,"obsession suspicion of murder dangerous medical examiner murder crime scene painful memories death of wife dangerous side effects search for truth experimental drug murdered wife forensics seattle, washington neurobiology",http://www.imdb.com/title/tt0118040/,118040,https://image.tmdb.org/t/p/original/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg
104,9614.0,Happy Gilmore (1996),Comedy,99,3.4393939393939394,loss of loved one golf sports taxes,http://www.imdb.com/title/tt0116483/,116483,https://image.tmdb.org/t/p/original/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
105,688.0,"Bridges of Madison County, The (1995)",Drama|Romance,23,3.282608695652174,adultery love at first sight based on novel or book photographer husband wife relationship iowa love of one's life mother role bridge housewife love letter peasant marriage crisis photography unsociability secret love,http://www.imdb.com/title/tt0112579/,112579,https://image.tmdb.org/t/p/original/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg
