Unnamed: 0,content_id,tmdbId,title,genre,rating_count,rating_avg,keywords,url,imdbId,poster_path,overview,category,OTT Provider,OTT Link
23,24,12665.0,Powder (1995),Drama|Sci-Fi,28,3.125,shot to death teenage boy held at gunpoint teacher student relationship albino fainting christ allegory psionic power healing power flickering light extrasensory perception pale,http://www.imdb.com/title/tt0114168/,114168,https://image.tmdb.org/t/p/original/kImKATjY4EsK5MDgrmpJdGbQEbq.jpg,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",movie,,
24,25,451.0,Leaving Las Vegas (1995),Drama|Romance,76,3.625,"individual prostitute alcohol casino love at first sight lovesickness movie business screenwriter hotel room dying and death rage and hate unsociability alcoholism los angeles, california las vegas alcohol abuse",http://www.imdb.com/title/tt0113627/,113627,https://image.tmdb.org/t/p/original/nqc2LaUWB4ePf6IqpJ6D8apBDvn.jpg,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",movie,,
25,26,16420.0,Othello (1995),Drama,13,3.5,jealousy friends the moors (people),http://www.imdb.com/title/tt0114057/,114057,https://image.tmdb.org/t/p/original/nNP3FDHUIyztw5eq5AejZKzqXbz.jpg,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,movie,,
26,27,9263.0,Now and Then (1995),Children|Drama,9,3.333333333333333,1970s female friendship coming of age gynecologist photocopier truth or dare woman director,http://www.imdb.com/title/tt0114011/,114011,https://image.tmdb.org/t/p/original/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",movie,,
27,28,17015.0,Persuasion (1995),Drama|Romance,11,4.227272727272728,based on novel or book captain napoleonic wars old flame admiral,http://www.imdb.com/title/tt0114117/,114117,https://image.tmdb.org/t/p/original/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,"Anne Elliot, the daughter of a financially troubled aristocratic family, is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful, and perhaps still in love with Anne.",movie,,
28,29,902.0,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,38,4.0131578947368425,clone dream island eye dystopia aging friendship steampunk rescue childhood child kidnapping flea,http://www.imdb.com/title/tt0112682/,112682,https://image.tmdb.org/t/p/original/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",movie,,
29,30,37557.0,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,3,3.0,"shanghai, china chinese mafia coming of age mistress criminal underworld drug lord triad modern china nightclub singer 1930s cabaret singer chinese triad",http://www.imdb.com/title/tt0115012/,115012,https://image.tmdb.org/t/p/original/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,"Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows.",movie,,
30,31,9909.0,Dangerous Minds (1995),Drama,38,3.1842105263157894,california rap music karate high school naval officer teacher based on memoir or autobiography amusement park schoolteacher,http://www.imdb.com/title/tt0112792/,112792,https://image.tmdb.org/t/p/original/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",movie,,
31,32,63.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,177,3.983050847457627,"schizophrenia philadelphia, pennsylvania stockholm syndrome underground time travel post-apocalyptic future dystopia mental institution lethal virus paradox psychiatrist monkey cult film subterranean recurring dream 1990s 2030s cassandra syndrome",http://www.imdb.com/title/tt0114746/,114746,https://image.tmdb.org/t/p/original/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",movie,,
32,34,9598.0,Babe (1995),Children|Drama,128,3.65234375,alarm clock cat duck sheep pig farm affection piglet heroism anthropomorphism based on children's book dog separation farmer grandson sheepdog talking pig christmas,http://www.imdb.com/title/tt0112431/,112431,https://image.tmdb.org/t/p/original/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",movie,,
33,36,687.0,Dead Man Walking (1995),Crime|Drama,67,3.835820895522388,prison rape nun socially deprived family penalty death penalty despair death row therapist self-discovery prison cell court case death sentence doomed man sentence lethal injection forgiveness charity mercy petition rage and hate unsociability right and justice court cowardliness,http://www.imdb.com/title/tt0112818/,112818,https://image.tmdb.org/t/p/original/wQmmJi5ypfHH2boXrQBmsep7qb2.jpg,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,movie,,
34,38,33689.0,It Takes Two (1995),Children|Comedy,4,2.125,matchmaking orphan identical twin relationship sabotage,http://www.imdb.com/title/tt0113442/,113442,https://image.tmdb.org/t/p/original/sdes5TrRbymELYLG85YIxmFb1OP.jpg,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",movie,,
35,39,9603.0,Clueless (1995),Comedy|Romance,104,3.293269230769231,based on novel or book puberty high school make a match spoiled child coming of age conflict wedding woman director gay,http://www.imdb.com/title/tt0112697/,112697,https://image.tmdb.org/t/p/original/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",movie,,
36,40,34615.0,"Cry, the Beloved Country (1995)",Drama,2,4.25,based on novel or book south africa apartheid priest 1940s race relations,http://www.imdb.com/title/tt0112749/,112749,https://image.tmdb.org/t/p/original/kGPsBswFOCjiGzXq4OZwzEAAODa.jpg,A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,movie,,
37,41,31174.0,Richard III (1995),Drama|War,15,3.7,england kidnapping murder king,http://www.imdb.com/title/tt0114279/,114279,https://image.tmdb.org/t/p/original/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg,"A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised.",movie,,
38,42,11443.0,Dead Presidents (1995),Action|Crime|Drama,7,3.0,"post traumatic stress disorder drug abuse war veteran vietnam heist money loss of virginity redemption revolutinoary mercy killing armored truck bronx, new york city medic 1960s",http://www.imdb.com/title/tt0112819/,112819,https://image.tmdb.org/t/p/original/wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg,On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,movie,,
39,43,35196.0,Restoration (1995),Drama,8,3.1875,jealousy medicine fountain court wealth spaniel gloves 17th century british monarchy,http://www.imdb.com/title/tt0114272/,114272,https://image.tmdb.org/t/p/original/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.",movie,,
40,44,9312.0,Mortal Kombat (1995),Action|Adventure|Fantasy,46,2.5434782608695654,saving the world martial arts monster island magic villain alternate dimension ninja gore sorcerer tournament underground fighting based on video game gods ghost hand to hand combat warrior action hero supernatural power mortal kombat good versus evil,http://www.imdb.com/title/tt0113855/,113855,https://image.tmdb.org/t/p/original/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",movie,,
41,45,577.0,To Die For (1995),Comedy|Drama|Thriller,32,3.3125,adultery based on novel or book winter obsession new hampshire mockumentary narcissistic personality disorder,http://www.imdb.com/title/tt0114681/,114681,https://image.tmdb.org/t/p/original/aedhsShrlJVhLlwhtlmFJgR4Szs.jpg,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",movie,,
42,46,11861.0,How to Make an American Quilt (1995),Drama|Romance,15,3.066666666666667,wedding vows marriage proposal married couple monogamy advice marriage quilt love family holiday extramarital affair grandmother woman director,http://www.imdb.com/title/tt0113347/,113347,https://image.tmdb.org/t/p/original/vwYRaERccwXWCYrTzeWRZRarJOo.jpg,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",movie,,
43,47,807.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,203,3.975369458128079,self-fulfilling prophecy detective s.w.a.t. drug dealer evisceration rage and hate pride and vanity immoderateness insomnia investigation pension police serial killer religion whodunit neo-noir,http://www.imdb.com/title/tt0114369/,114369,https://image.tmdb.org/t/p/original/69Sns8WoET6CfaYlIkHbla4l7nC.jpg,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",movie,,
44,48,10530.0,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,68,3.147058823529412,"culture clash forbidden love colony musical gold rush princess native american colonisation virginia star crossed lovers intercultural relationship based on myths, legends or folklore 17th century shamanism animal sidekick",http://www.imdb.com/title/tt0114148/,114148,https://image.tmdb.org/t/p/original/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",movie,,
45,49,8391.0,When Night Is Falling (1995),Drama|Romance,1,3.0,professor lgbt woman director lesbian,http://www.imdb.com/title/tt0114916/,114916,https://image.tmdb.org/t/p/original/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg,"A prudish woman working on tenure as a literacy professor at a large urban university finds herself attracted to a free-spirited, liberal woman who works at a local carnival.",movie,,
46,50,629.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,204,4.237745098039215,new york city relatives flashback heist police corruption whodunit theft criminal criminal mastermind cargo ship mind game neo-noir mystery villain gay subtext,http://www.imdb.com/title/tt0114814/,114814,https://image.tmdb.org/t/p/original/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",movie,,
47,52,11448.0,Mighty Aphrodite (1995),Comedy|Drama|Romance,28,3.4642857142857144,prostitute adoption adoptive father childlessness looking for  birth parents adoptive mother illegal prostitution child,http://www.imdb.com/title/tt0113819/,113819,https://image.tmdb.org/t/p/original/cm0oPKizOQlsXpGYvrHvpELfxdi.jpg,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",movie,,
48,53,49133.0,Lamerica (1994),Adventure|Drama,2,5.0,,http://www.imdb.com/title/tt0110299/,110299,https://image.tmdb.org/t/p/original/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",movie,,
49,54,26441.0,"Big Green, The (1995)",Children|Comedy,3,2.333333333333333,sports football (soccer) woman director,http://www.imdb.com/title/tt0112499/,112499,https://image.tmdb.org/t/p/original/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",movie,,
